UPS,AAPL,PFE,CRM,CVS,GOOG,KO,FB,IBM,AMZN
0,42,0,0,0,12,8,6,8,40
1,36,1,0,0,12,10,9,3,42
1,27,1,1,1,2,4,10,1,33
0,31,0,0,0,8,5,3,2,37
0,45,1,1,0,9,6,4,2,32
0,43,0,1,0,5,2,6,6,52
1,48,0,1,0,11,3,1,0,29
0,47,0,1,0,7,2,7,0,23
0,27,1,1,0,5,5,10,1,48
0,61,1,1,0,13,1,10,0,61
0,67,0,10,0,17,3,9,1,39
0,52,0,2,0,20,4,7,2,45
0,40,0,5,0,12,1,2,5,45
0,85,1,5,0,8,8,11,7,36
1,58,0,4,0,3,9,5,16,48
0,45,0,4,0,14,5,16,55,53
0,68,1,8,0,10,1,22,5,58
0,96,1,2,0,9,3,19,2,42
0,21,1,1,0,15,3,17,2,79
0,25,1,0,0,4,6,15,2,48
0,28,2,0,0,4,4,13,2,59
0,51,0,2,0,13,3,19,3,34
0,40,0,0,0,11,6,18,5,43
0,36,2,0,0,14,10,9,1,58
3,41,1,1,0,4,2,12,3,57
0,44,0,1,0,8,2,11,8,59
0,49,2,0,0,11,4,10,5,30
1,46,1,2,0,12,6,11,7,40
0,74,2,1,0,9,5,11,2,44
0,69,2,2,0,13,8,9,3,40
0,88,0,3,0,13,8,19,2,49
0,48,0,3,0,24,7,4,2,63
1,88,0,1,0,12,4,13,1,49
0,51,2,1,0,12,4,9,7,55
0,44,0,0,0,13,8,21,4,38
0,31,1,1,0,14,2,15,2,54
0,2887,1,1,0,12,4,10,3,63
2,674,0,0,0,6,5,11,5,60
1,520,2,1,0,11,9,12,3,50
0,380,2,2,0,15,5,13,1,50
0,268,2,0,0,10,6,21,6,54
0,275,2,1,0,15,1,11,9,50
1,245,1,2,1,13,4,7,9,74
2,307,0,2,0,18,3,14,3,77
0,261,1,0,0,21,12,3,4,48
0,302,0,4,0,24,15,15,5,45
0,290,0,5,0,13,7,9,4,60
0,186,0,2,1,18,5,11,4,46
0,135,0,13,0,15,1,4,5,35
1,136,0,1,2,17,8,14,10,47
0,132,1,2,0,10,4,22,4,80
1,179,0,7,0,11,10,14,6,93
0,153,4,8,0,12,9,12,10,51
2,216,3,11,0,10,7,11,7,43
0,123,0,5,0,10,9,13,6,40
2,104,0,3,0,12,5,19,4,39
2,68,0,2,0,12,10,12,6,53
0,86,3,2,0,12,10,23,7,52
1,96,2,5,0,18,10,17,4,43
0,84,2,2,0,13,3,36,2,39
0,72,3,6,0,16,5,34,5,49
0,115,2,2,1,12,60,16,5,55
0,124,1,1,0,11,107,16,4,42
0,126,3,2,0,17,63,21,5,40
1,115,1,3,0,7,33,12,5,39
0,77,0,2,0,19,31,23,2,44
0,102,0,4,1,7,28,20,5,43
0,86,0,2,0,22,31,34,3,36
0,104,1,2,0,17,22,25,6,46
1,76,3,2,0,22,21,29,5,38
0,59,2,2,0,30,13,35,5,50
0,58,0,2,1,13,15,28,6,39
0,42,0,0,0,16,17,22,5,44
0,65,0,0,0,17,14,38,6,53
0,55,0,0,0,12,13,30,3,73
1,51,1,4,0,10,12,35,13,61
0,48,2,6,0,16,13,36,6,74
2,86,3,2,0,20,23,18,6,71
0,44,0,0,0,17,22,22,4,55
0,34,3,1,0,21,29,26,5,34
0,43,0,0,0,16,24,15,4,40
0,70,0,1,0,12,20,33,4,33
3,42,0,0,0,23,14,18,3,33
0,66,0,2,0,38,13,15,1,41
0,108,0,0,0,23,12,16,1,46
4,37,1,2,0,31,14,70,8,41
1,37,0,5,0,58,7,51,14,35
1,44,1,1,0,50,18,31,7,31
0,66,0,3,0,51,13,24,0,41
2,41,2,1,1,80,10,15,4,51
0,40,0,0,0,90,10,20,9,36
0,42,0,2,0,80,9,52,6,37
0,46,0,3,1,91,11,45,7,47
1,65,1,2,0,57,6,36,6,57
1,47,1,2,0,62,3,27,5,67
0,38,4,2,0,91,13,26,5,44
1,43,0,2,0,99,10,21,2,28
2,58,1,3,1,72,7,22,2,24
1,74,2,2,0,75,4,18,4,53
2,39,1,1,0,80,20,20,6,45
0,68,0,1,0,74,7,18,0,51
0,143,2,0,0,36,6,19,5,47
2,85,2,1,1,50,8,14,2,55
2,95,3,3,0,57,20,17,4,57
0,74,0,1,0,70,17,16,1,45
2,136,0,0,0,23,9,23,2,51
0,80,0,0,0,19,9,18,2,40
0,93,2,0,0,13,7,13,3,51
0,53,0,0,0,25,4,12,8,49
0,119,0,0,0,20,5,14,4,43
0,71,0,1,0,14,13,9,7,47
0,59,0,1,0,14,8,14,4,59
1,77,1,0,0,24,8,13,5,38
0,56,4,1,0,22,4,15,1,45
2,86,1,2,0,26,8,20,3,65
0,86,0,0,0,30,6,19,1,60
2,84,0,0,0,17,6,11,1,36
0,49,0,4,0,19,9,45,2,27
0,41,0,0,0,9,7,72,0,48
0,38,0,0,0,9,8,50,0,38
0,44,1,2,0,7,8,53,1,38
0,49,0,2,0,8,7,59,1,38
0,53,0,4,0,8,7,42,4,33
0,49,0,0,0,9,5,37,3,35
1,40,0,0,0,9,7,36,1,38
1,26,0,0,0,11,5,33,1,39
1,62,3,0,1,8,3,27,2,28
0,69,1,0,0,9,3,29,3,39
0,59,0,1,1,10,3,25,2,48
0,49,0,0,1,6,7,20,1,67
0,71,0,1,0,14,2,21,1,61
0,54,0,0,0,13,3,23,1,49
3,51,0,1,0,11,4,17,0,35
0,63,1,0,0,3,9,10,1,36
1,34,1,1,0,6,9,17,7,33
0,43,0,0,1,10,3,14,5,42
0,52,0,5,0,8,5,16,1,45
1,70,0,1,0,10,8,15,2,43
0,36,0,3,0,7,8,10,3,44
1,54,0,1,1,2,1,15,1,43
1,81,0,1,0,7,1,13,1,39
1,79,0,1,0,13,2,12,1,33
1,416,0,0,1,29,5,10,1,26
0,652,0,0,0,17,2,19,1,63
2,957,0,2,0,12,6,23,2,58
0,884,1,1,0,13,4,17,0,51
0,913,1,2,0,18,3,16,5,52
1,892,0,5,0,27,5,18,3,60
0,694,1,1,0,22,6,23,2,58
0,384,1,0,0,29,2,32,2,44
0,394,1,2,0,12,3,39,12,42
1,521,1,1,0,14,0,139,0,55
9,476,0,4,0,10,1,18,6,50
3,494,1,4,0,18,6,27,6,36
3,465,1,1,0,11,3,17,0,33
0,434,1,1,1,16,3,12,2,53
0,548,0,0,1,9,1,7,0,79
1,1219,0,0,0,17,3,18,2,39
0,1438,0,5,0,13,4,11,6,44
1,2019,1,1,1,7,7,11,0,55
2,1921,0,1,0,10,6,8,2,38
1,1672,0,4,0,14,7,13,2,35
0,1443,0,1,0,8,4,8,0,51
0,2481,0,0,0,13,3,8,1,30
4,6393,2,2,0,6,3,17,0,39
2,8107,0,0,1,5,1,17,0,47
0,5249,0,0,0,9,1,16,1,43
1,1596,0,1,0,9,7,8,1,51
0,551,0,0,0,6,5,12,3,84
0,283,1,0,1,12,79,7,3,87
0,196,3,1,0,10,140,15,9,63
2,197,1,0,1,13,3,6,4,61
0,111,1,1,0,4,6,9,3,45
1,151,1,2,0,7,2,7,9,42
3,120,0,0,0,14,6,9,5,43
0,101,1,1,0,15,1,11,5,37
1,153,2,0,0,7,2,9,3,43
1,136,0,1,0,11,1,14,2,45
1,137,0,2,0,13,1,8,2,35
0,109,1,1,2,11,6,7,0,33
0,70,1,0,0,10,3,11,0,29
3,97,2,0,1,5,0,7,2,28
0,75,1,2,0,2,2,12,7,34
2,181,0,0,0,7,6,10,2,54
0,147,1,1,1,8,2,7,1,39
0,142,0,1,0,9,0,10,3,30
0,135,0,0,0,11,5,6,1,41
0,126,1,0,0,7,2,10,0,24
1,143,1,0,1,9,4,11,2,18
0,109,0,0,0,7,17,8,0,29
0,103,0,0,0,4,6,5,0,30
0,124,1,0,0,13,4,5,1,36
0,92,0,1,0,5,3,8,0,36
2,98,1,1,0,1,1,2,0,30
0,132,0,1,0,10,6,6,6,27
5,113,0,0,0,6,1,17,1,32
1,92,0,2,0,11,3,12,0,28
1,74,0,0,0,3,1,8,1,30
4,68,0,1,0,8,5,8,2,34
1,96,0,1,0,16,3,11,0,31
0,93,0,0,0,2,0,10,4,34
0,125,0,0,0,9,1,3,1,37
1,92,1,4,0,8,1,11,0,24
0,75,0,0,0,8,3,16,1,24
0,74,1,1,1,5,3,19,1,40
0,54,1,3,0,10,2,8,1,37
0,94,0,0,0,17,3,15,6,38
0,51,0,2,0,7,4,9,0,35
0,52,2,0,0,7,0,9,7,18
0,38,0,0,0,10,1,8,5,17
0,82,0,1,0,5,0,11,14,34
1,62,1,0,1,4,1,9,7,26
4,41,0,1,0,8,3,8,5,22
1,40,0,1,0,15,0,13,6,38
0,62,0,0,0,8,8,8,3,31
0,37,0,0,0,7,3,654,0,30
0,31,1,1,0,5,7,15,4,32
0,46,0,2,1,11,2,8,2,38
1,36,0,0,0,4,7,7,7,59
0,33,0,0,0,12,1,8,3,41
2,48,0,0,0,7,5,7,2,42
1,10,1,1,1,3,7,8,0,32
0,17,1,0,0,6,3,10,2,36
0,36,0,3,0,5,4,18,3,56
0,29,0,2,0,7,1,15,2,29
0,28,2,2,1,7,0,13,1,21
0,29,1,4,1,8,1,12,1,33
1,23,0,0,0,6,2,11,2,25
0,27,4,1,0,4,2,13,6,44
1,16,0,1,0,13,1,7,5,30
0,18,0,1,0,14,0,12,5,21
0,16,0,1,0,5,6,16,4,18
3,34,0,1,0,7,7,7,5,30
208,37,0,0,1,21,4,11,3,24
178,52,1,2,0,7,9,10,4,31
194,33,0,0,0,10,5,6,4,22
179,33,0,0,1,9,15,17,5,20
100,43,0,4,0,8,8,17,1,21
35,26,1,0,0,5,20,10,1,20
6,41,2,2,0,15,7,17,8,34
1,23,0,1,0,12,1,11,5,19
0,29,0,0,0,13,3,19,8,31
0,24,0,2,0,18,3,15,7,31
0,50,0,1,1,21,3,16,11,31
1,34,0,2,0,8,6,25,10,21
1,43,0,0,0,9,6,11,4,37
4,52,0,4,0,16,3,15,3,36
0,65,1,1,0,7,4,11,3,23
0,12,1,0,1,9,6,13,0,28
0,54,1,4,2,13,6,25,8,32
0,59,1,2,0,8,9,15,6,32
0,43,0,1,0,10,6,10,5,40
0,52,0,1,0,5,7,7,5,35
0,37,1,2,1,7,6,13,6,34
0,36,2,3,0,13,5,15,7,43
0,25,0,2,0,10,10,13,3,28
0,25,0,1,1,6,10,24,3,34
0,56,1,2,1,22,5,13,3,58
0,43,0,2,0,12,6,14,13,34
1,48,0,2,0,16,3,17,4,35
0,53,0,1,0,16,4,14,3,27
1,35,0,0,0,14,6,22,4,40
0,43,0,1,0,8,26,25,0,45
0,48,0,3,0,13,6,17,6,36
0,26,1,0,0,4,9,17,2,58
1,57,0,1,0,6,6,14,4,64
2,29,3,0,0,11,1,15,6,36
1,41,2,3,0,20,10,14,7,30
0,45,1,7,0,5,5,16,3,34
3,50,0,3,0,4,9,14,4,45
0,40,0,3,0,12,10,22,1,34
1,54,0,0,0,11,9,13,2,26
0,36,0,1,0,19,3,10,4,41
0,49,1,1,0,17,2,17,5,46
2,44,2,2,0,18,8,14,4,23
3,56,1,1,0,8,6,10,7,51
1,42,1,1,1,14,17,12,4,43
1,40,0,4,0,16,16,12,5,31
0,60,1,7,0,20,9,24,2,48
1,38,1,3,0,26,10,25,7,37
1,37,1,2,0,38,2,21,4,48
1,29,0,2,0,52,8,13,2,42
1,46,0,2,0,6,4,12,3,60
0,42,3,0,1,11,5,12,1,45
1,34,2,2,0,16,5,30,2,41
3,77,0,4,0,29,9,34,10,57
0,42,0,2,0,22,6,21,6,70
0,68,1,3,0,23,8,28,2,73
2,59,2,0,1,18,8,14,10,75
0,37,1,4,0,16,4,16,4,79
0,70,3,10,0,10,8,25,3,86
3,42,1,1,0,23,11,30,8,68
2,33,3,2,1,17,4,32,4,56
1,51,3,2,1,19,6,24,12,68
3,62,1,2,0,26,11,24,12,78
0,41,1,1,0,23,12,19,8,57
3,42,4,6,0,13,12,22,7,48
1,69,5,14,0,19,11,46,14,68
2,74,8,3,0,14,7,32,4,60
1,45,4,3,0,23,13,25,5,54
2,53,3,4,0,15,1,26,8,75
1,67,4,4,0,24,6,23,6,71
2,56,2,8,0,25,10,25,3,68
0,38,3,5,0,17,14,32,5,63
2,45,2,3,0,15,8,29,8,77
1,59,1,3,0,13,40,41,6,63
0,41,0,6,0,19,114,29,14,69
1,43,3,1,0,14,65,31,6,100
2,65,0,1,1,26,23,22,3,57
6,74,1,6,0,22,18,27,9,68
0,70,2,1,1,18,12,36,4,74
1,55,4,4,0,11,10,35,9,61
0,57,2,2,0,16,13,32,8,88
2,46,5,3,2,20,10,26,6,91
2,44,0,2,0,28,12,28,5,81
1,55,0,5,0,25,9,26,3,56
1,56,0,9,2,21,17,29,11,79
1,44,1,3,1,24,10,38,11,89
2,41,0,5,0,20,7,29,6,99
7,65,2,5,0,21,11,17,5,54
0,60,2,12,0,29,11,20,15,56
0,311,2,2,0,45,11,30,17,68
1,243,2,2,0,19,8,23,9,61
2,89,0,5,1,26,4,31,8,69
2,53,2,17,0,19,9,30,7,82
1,69,2,11,0,23,12,26,10,81
2,53,1,5,0,15,2,20,5,65
6,66,2,9,0,19,7,27,9,83
1,60,1,3,0,20,5,21,13,54
6,46,4,11,0,16,4,16,17,71
2,36,0,8,0,25,11,32,22,56
1,36,3,11,0,13,7,44,21,88
2,58,2,2,1,30,7,30,13,69
2,83,5,12,2,29,8,28,27,65
4,69,0,12,0,36,7,34,5,76
4,61,2,2,0,21,9,19,2,67
1,73,1,7,0,24,13,19,4,50
2,72,0,8,0,52,2,27,31,57
1,73,1,10,0,63,5,45,6,70
3,76,1,7,0,61,8,46,3,101
3,49,1,8,1,43,11,60,6,84
0,105,1,3,3,41,9,54,4,64
3,28,1,6,0,37,10,59,5,64
2,78,0,2,0,21,6,67,6,77
0,66,2,5,0,22,8,44,7,71
1,68,1,6,0,52,5,43,3,85
2,88,2,6,1,41,4,38,14,61
3,161,0,7,0,54,9,36,4,60
1,80,0,5,0,35,9,42,11,73
1,45,1,10,0,28,10,35,9,62
4,193,3,5,0,26,9,32,8,86
1,245,1,8,0,33,10,40,10,73
3,69,3,7,0,19,7,34,6,67
2,54,2,5,1,20,9,28,3,70
2,55,3,10,0,22,9,29,2,66
3,81,1,6,1,35,3,38,5,70
3,71,1,16,0,28,7,33,5,74
0,69,2,17,0,28,6,44,11,97
4,101,1,10,1,23,10,57,4,91
1,52,1,4,1,22,11,34,4,75
1,77,0,3,0,22,19,60,4,87
3,67,4,5,1,19,22,28,7,53
1,63,0,4,1,15,10,38,3,63
1,104,1,9,0,34,14,44,8,67
2,116,3,5,0,25,10,62,1,54
7,42,1,0,1,27,9,61,3,65
3,36,1,6,1,23,15,65,6,54
3,63,0,7,1,16,10,62,5,65
1,84,3,4,0,25,2,70,5,69
2,92,5,11,0,17,11,59,4,56
1,86,3,10,0,19,6,75,11,64
1,103,1,5,0,26,8,56,6,50
3,53,5,3,3,34,11,67,6,43
2,39,0,5,0,17,12,39,9,61
8,56,0,3,0,22,13,64,11,51
3,65,1,3,1,34,11,56,7,71
2,47,3,3,0,24,8,61,8,69
2,64,1,8,1,19,8,65,9,51
3,27,0,5,1,32,9,63,7,72
2,107,0,4,1,34,24,48,10,53
4,111,1,2,1,22,10,56,10,71
3,322,0,5,0,20,34,66,3,51
1,58,0,3,3,17,37,46,5,73
2,46,1,5,1,15,7,32,8,43
2,54,3,2,0,21,8,42,6,52
3,41,2,5,0,11,12,39,5,53
1,44,0,6,1,17,10,32,6,53
1,51,2,6,0,54,3,52,4,57
4,50,0,4,0,26,9,49,6,49
3,38,0,8,0,37,9,43,2,49
2,51,0,4,1,32,6,37,6,54
1,71,2,1,1,20,8,32,5,65
2,65,1,3,1,31,22,34,6,53
2,109,2,11,1,27,4,60,4,65
1,46,1,5,2,22,7,60,3,38
2,61,5,4,1,17,7,32,2,47
2,70,0,5,1,24,10,54,5,51
4,74,2,3,0,18,9,50,1,51
2,69,0,0,0,21,9,60,2,53
2,96,1,6,0,29,7,62,0,65
0,43,2,1,2,19,3,36,5,56
0,44,2,4,0,24,5,17,2,49
0,55,0,6,0,21,3,30,7,52
4,44,1,7,1,12,7,29,2,44
3,39,1,2,0,18,25,32,4,67
2,64,3,4,2,22,6,43,6,48
7,54,1,5,0,19,6,22,4,64
0,28,0,0,1,11,11,26,1,72
1,36,2,2,1,13,10,26,1,75
3,29,1,0,0,12,11,26,2,62
2,54,1,1,1,25,3,23,0,54
5,46,1,1,1,11,4,23,3,82
4,34,0,8,0,20,6,14,2,70
0,32,2,1,1,22,22,18,4,68
1,74,1,7,0,20,6,20,8,70
0,45,0,2,0,13,7,17,8,87
1,31,0,0,1,17,7,22,9,67
1,66,0,2,1,18,9,22,9,75
5,46,0,0,0,29,2,17,16,61
1,45,0,5,0,15,4,17,11,52
3,49,0,1,0,11,6,28,7,82
2,61,0,6,0,19,5,17,11,77
4,55,0,1,0,14,10,26,13,86
2,39,1,6,1,14,7,18,9,49
1,54,1,3,0,18,1,25,5,59
2,194,2,1,1,7,3,23,3,60
0,200,0,2,1,23,3,28,10,76
3,39,0,1,1,22,11,18,9,61
0,41,0,2,2,15,70,12,3,50
7,32,0,0,0,36,133,19,0,54
0,44,0,2,0,17,8,18,2,55
2,29,0,0,0,21,6,20,2,40
1,83,0,3,0,34,8,41,2,59
2,30,0,3,0,18,7,30,3,73
4,43,0,0,0,19,16,18,3,73
1,51,0,2,1,20,6,20,0,57
0,57,0,0,1,22,7,15,1,39
2,136,0,1,0,16,33,20,4,46
1,109,0,1,0,21,79,24,4,51
2,80,0,1,1,19,4,13,1,53
0,80,0,1,1,31,5,8,3,39
1,62,0,1,0,17,5,17,3,54
2,76,1,4,0,12,6,20,0,51
1,68,1,0,4,10,2,17,0,33
1,64,0,1,2,11,3,10,1,57
2,76,0,5,0,15,5,19,5,58
0,49,0,7,0,10,3,20,4,48
2,78,1,1,0,17,9,14,1,48
0,41,0,0,1,16,5,14,2,54
0,49,0,2,1,20,1,14,1,55
1,64,0,5,0,33,8,21,1,64
0,41,1,2,1,12,1,19,2,52
0,44,0,4,0,3,3,6,2,48
0,38,0,6,1,6,1,18,2,58
0,39,2,1,0,16,5,11,2,41
0,51,0,2,0,8,5,13,4,51
0,35,0,2,0,8,5,14,4,50
1,44,0,1,0,11,6,13,0,55
1,246,1,1,1,10,6,18,5,78
1,690,0,0,0,17,4,22,0,64
1,203,0,1,0,18,3,20,0,49
0,154,0,0,0,20,10,12,0,67
0,123,0,2,0,11,15,11,4,61
0,108,0,0,0,8,5,22,5,46
1,97,0,1,0,11,9,15,1,59
1,205,0,3,1,9,1,14,0,62
1,184,0,5,1,16,1,13,4,64
0,112,0,1,1,27,0,21,4,36
1,76,0,1,0,17,2,14,3,36
0,72,0,0,0,14,6,20,0,40
0,57,0,0,0,6,2,7,0,52
1,58,0,3,0,11,4,24,1,38
1,48,1,1,0,13,4,20,2,42
0,54,0,1,2,9,12,28,2,45
0,41,0,1,0,14,4,37,1,54
0,51,0,0,0,19,3,14,0,37
0,77,1,2,0,13,3,13,0,55
1,55,0,2,0,19,3,14,0,50
1,72,0,1,0,10,1,16,1,67
1,67,0,1,0,14,7,14,1,76
2,39,0,0,1,18,5,15,1,74
0,49,1,1,0,13,2,17,2,73
1,37,0,1,0,10,4,24,2,50
0,40,0,1,0,14,6,25,0,46
1,50,0,1,0,11,1,16,2,31
0,34,0,1,0,7,6,12,2,33
0,32,0,0,0,16,3,14,2,44
2,21,1,1,1,12,7,14,2,57
1,29,0,1,1,12,3,6,2,51
0,47,0,2,0,23,6,11,4,51
1,47,0,1,0,16,3,10,6,11
2,44,0,0,1,19,1,10,1,49
1,30,0,0,0,22,4,9,1,64
0,28,0,1,1,5,5,10,2,23
0,29,0,1,0,18,6,7,1,18
0,40,1,0,0,17,1,7,0,24
0,26,0,1,0,7,6,6,2,21
0,26,0,1,0,13,2,8,0,23
0,20,0,1,0,14,4,24,1,19
0,26,0,2,1,14,2,26,1,21
0,20,0,3,0,14,2,10,1,45
0,21,1,2,1,12,5,13,1,24
0,20,1,0,0,11,15,7,2,21
2,20,0,0,0,20,11,12,0,24
2,21,1,1,0,12,13,12,0,21
1,22,0,1,0,12,4,7,1,28
3,37,1,0,1,8,8,12,2,34
1,26,0,0,1,11,3,16,0,20
1,21,0,0,0,8,3,9,6,20
1,15,0,1,0,3,3,13,7,24
1,28,0,2,1,13,1,15,1,29
0,34,0,2,0,10,4,15,3,35
0,20,1,4,0,15,4,16,0,30
1,117,1,0,0,16,6,19,2,25
4,70,1,1,0,17,8,20,4,26
0,42,0,2,0,17,4,21,2,19
0,43,0,1,0,16,11,11,1,21
0,31,0,3,1,23,4,17,9,79
0,39,0,1,0,14,4,11,13,57
0,47,0,0,0,7,3,12,26,32
2,38,0,1,1,4,9,9,12,25
1,29,0,0,1,10,10,11,22,29
0,22,0,1,0,14,14,13,5,45
3,17,1,1,0,11,12,15,6,35
0,29,1,3,0,11,7,13,9,51
1,31,0,0,0,15,6,15,27,45
0,36,1,0,0,12,12,23,11,44
0,40,1,0,0,19,13,11,10,36
1,40,0,2,0,17,10,10,7,34
0,48,0,3,1,22,16,8,13,40
0,36,0,5,0,14,19,9,14,26
1,33,1,3,0,18,10,12,14,26
0,51,0,5,0,15,15,12,6,19
0,36,0,2,0,15,8,9,8,23
2,29,0,1,0,21,8,7,12,40
2,40,1,2,0,27,9,9,10,34
1,57,0,4,0,11,8,17,13,33
0,63,6,0,0,11,12,23,13,33
2,51,2,1,0,18,11,17,15,27
1,59,1,6,0,9,5,14,12,35
1,51,3,0,0,14,13,10,20,35
0,67,1,6,0,27,11,14,15,23
0,56,0,0,0,12,8,17,11,25
0,31,0,2,0,14,7,19,15,26
0,39,1,2,1,14,7,9,17,41
0,46,3,0,1,27,10,13,27,20
3,58,2,0,0,12,10,16,14,24
3,43,0,2,0,15,16,14,12,36
0,41,0,1,1,11,6,14,14,15
2,41,0,1,0,22,13,16,19,26
1,68,0,1,0,19,9,14,6,35
2,65,0,6,0,27,2,14,10,41
1,36,0,1,1,15,7,9,7,43
0,41,1,2,2,15,7,9,10,41
0,37,5,1,3,25,10,12,8,64
1,77,1,2,0,36,7,14,8,41
0,37,0,2,0,18,9,7,13,33
1,69,0,2,0,8,6,3,6,39
0,45,2,1,1,13,9,13,13,39
0,45,3,6,0,14,14,13,9,38
1,52,2,2,1,18,16,14,16,42
0,64,0,4,1,20,18,26,6,41
0,38,1,4,1,18,15,19,10,56
3,43,4,0,0,22,9,8,13,46
2,47,1,0,0,18,8,11,16,37
0,105,1,2,0,15,6,22,2,42
1,54,1,5,1,11,16,10,11,47
0,54,1,3,1,22,6,15,13,62
0,51,1,2,0,20,6,17,13,52
1,86,3,3,0,30,7,14,10,45
0,84,1,1,1,18,11,21,10,64
2,53,1,2,1,20,10,28,6,71
1,47,2,3,2,16,14,33,5,50
2,64,2,0,0,22,6,53,16,57
3,68,4,1,0,28,12,41,14,52
8,61,7,5,0,21,16,19,27,45
2,107,6,3,1,16,13,21,24,44
3,102,2,2,2,21,11,21,17,66
3,84,4,3,1,28,7,22,28,77
1,92,3,1,1,17,5,24,16,66
5,82,7,7,0,23,6,27,26,45
2,104,3,2,2,20,10,18,26,60
5,80,4,3,2,13,16,17,27,86
0,87,1,3,4,26,14,23,16,44
0,101,6,6,5,26,16,21,17,57
1,91,3,6,1,46,24,46,23,71
1,72,1,4,4,41,17,26,26,45
5,89,3,6,6,38,8,26,14,54
3,88,0,5,6,37,8,24,6,35
4,88,1,4,4,30,16,17,7,47
1,59,5,2,1,37,15,33,13,55
0,102,3,1,0,30,23,13,10,53
4,120,3,1,2,35,9,23,16,61
3,88,4,1,0,61,18,22,9,63
0,80,0,3,0,86,10,26,9,63
1,77,2,1,0,38,23,21,11,57
4,139,1,1,2,43,12,19,19,65
9,166,0,9,3,42,18,18,20,94
11,79,2,1,0,46,15,26,13,92
8,72,0,2,1,39,16,22,17,61
4,79,0,4,1,39,20,36,21,65
6,110,2,0,0,51,22,34,14,55
1,116,1,5,0,45,28,21,22,49
9,135,0,8,0,53,17,28,15,66
4,115,1,8,0,52,7,21,8,46
5,82,1,6,0,37,9,33,11,54
4,114,5,5,1,43,5,28,8,61
2,111,1,3,0,35,8,47,8,69
0,83,1,0,0,38,7,37,12,82
5,86,3,6,0,31,6,36,15,77
6,81,0,1,0,45,7,13,30,75
11,74,0,0,0,24,14,31,6,73
6,81,1,7,0,43,15,33,12,50
5,84,1,10,0,52,9,29,10,68
5,169,2,3,0,34,1,31,8,95
1,95,1,4,1,32,6,30,15,82
3,71,1,7,0,44,23,17,4,62
3,58,0,7,0,28,20,30,11,65
1,86,18,7,0,27,24,36,5,80
2,93,1,9,0,27,15,29,9,95
1,99,0,8,1,33,14,60,9,81
3,76,3,3,0,30,31,47,15,52
5,92,7,1,1,26,10,40,9,59
1,66,0,10,0,52,24,36,7,68
1,90,0,1,1,53,25,27,20,76
1,97,0,3,1,37,20,42,9,73
3,91,2,5,0,37,12,71,5,63
5,164,2,5,0,35,8,48,10,83
3,375,0,5,2,29,18,31,11,58
1,137,0,10,0,35,21,46,4,74
3,121,0,15,0,31,31,59,8,76
0,125,4,7,0,27,10,34,3,70
2,113,2,6,1,28,7,27,12,58
0,113,2,11,1,34,8,36,7,82
2,91,3,6,0,29,6,33,8,52
1,168,1,4,0,22,10,25,5,58
2,134,0,4,0,30,6,41,10,74
2,79,1,4,2,18,7,20,7,54
4,95,2,5,1,26,11,31,10,60
2,100,1,10,0,39,14,38,24,55
3,97,0,10,0,33,11,29,42,54
1,86,2,11,2,22,28,12,21,46
3,110,1,5,2,53,10,22,12,46
0,87,0,8,0,100,14,19,5,74
6,70,0,6,0,78,15,14,13,87
5,1665,3,5,3,52,9,33,10,66
0,186,1,6,0,51,9,41,8,62
2,135,1,4,0,52,14,63,5,51
6,101,1,7,0,52,10,51,10,68
2,69,5,4,0,43,8,46,9,60
1,91,2,2,1,41,5,33,7,46
3,87,2,7,1,49,6,30,10,45
3,79,2,10,0,41,5,34,8,51
4,63,2,9,0,57,10,37,3,48
3,181,1,5,0,49,4,28,2,64
1,267,1,3,0,48,5,32,4,59
7,160,0,4,0,34,6,63,12,55
3,174,4,6,0,37,10,51,12,83
5,115,1,4,0,34,5,40,5,72
30,136,0,9,0,22,13,62,2,98
4,125,1,8,0,44,11,37,5,81
4,121,0,8,0,69,14,47,5,71
2,702,1,6,1,46,18,40,11,78
5,315,0,6,0,24,28,44,4,52
2,191,1,5,0,23,13,37,13,99
0,196,0,6,0,17,10,45,3,94
1,174,0,3,0,21,23,54,4,83
2,174,1,4,0,23,21,35,5,76
6,178,2,7,0,26,12,46,8,72
5,235,1,4,0,24,139,54,15,74
3,130,1,5,0,36,12,31,3,63
3,137,1,8,0,31,17,14,6,50
5,142,0,4,1,37,8,30,7,51
3,127,1,12,0,23,6,31,9,61
2,120,0,10,1,23,5,26,11,71
3,121,0,2,1,33,12,31,11,67
5,95,1,6,0,64,14,21,7,78
5,96,0,6,0,65,5,29,14,89
2,93,2,2,2,30,7,26,11,90
3,102,0,9,1,30,8,65,2,62
1,80,0,6,0,29,7,58,6,51
4,101,1,3,0,24,8,50,5,62
3,74,0,2,0,43,3,40,3,51
4,95,1,3,1,26,7,32,6,95
5,86,1,8,0,24,6,43,4,132
4,76,3,9,0,15,6,24,8,74
9,55,0,7,1,19,18,14,2,76
3,112,0,3,1,26,16,29,2,115
4,103,1,2,1,38,5,17,3,59
14,99,3,4,0,44,6,29,3,81
3,102,0,1,0,26,13,24,7,45
1,87,0,2,0,22,8,23,0,50
3,84,0,2,0,24,16,22,3,91
4,93,2,1,0,16,18,27,1,75
5,90,5,1,0,17,12,17,0,74
1,104,0,1,0,11,39,24,4,59
0,62,0,6,1,41,28,29,6,65
